"id","question","sparql","answer_uri","answer_label","frame"
"2648","Quale persona era il figlio di Adelaide di Hohenlohe-Langenburg?","select  ?o    {    <http://dbpedia.org/resource/Princess_Adelheid_of_Hohenlohe-Langenburg> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Augusta_Victoria_of_Schleswig-Holstein","Augusta Vittoria di Schleswig-Holstein-Sonderburg-Augustenburg","NPP"
"2649","Quale persona è il figlio di Adelaide di Hohenlohe-Langenburg?","select  ?o    {    <http://dbpedia.org/resource/Princess_Adelheid_of_Hohenlohe-Langenburg> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Augusta_Victoria_of_Schleswig-Holstein","Augusta Vittoria di Schleswig-Holstein-Sonderburg-Augustenburg","NPP"
"2650","il figlio di Adelaide di Hohenlohe-Langenburg","select  ?o    {    <http://dbpedia.org/resource/Princess_Adelheid_of_Hohenlohe-Langenburg> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Augusta_Victoria_of_Schleswig-Holstein","Augusta Vittoria di Schleswig-Holstein-Sonderburg-Augustenburg","NPP"
"2651","Chi era la figlia di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2652","Chi è la figlia di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2653","Quale persona era la figlia di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2654","Quale persona è la figlia di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2655","la figlia di Augusta di Prussia","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2656","Chi era il figlio di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2657","Chi è il figlio di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2658","Quale persona era il figlio di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2659","Quale persona è il figlio di Augusta di Prussia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2660","il figlio di Augusta di Prussia","select  ?o    {    <http://dbpedia.org/resource/Princess_Augusta_of_Prussia> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Marie_Frederica_of_Hesse-Kassel","Maria Federica d'Assia-Kassel (1804-1888)","NPP"
"2661","Chi era la figlia di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2662","Chi è la figlia di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2663","Quale persona era la figlia di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2664","Quale persona è la figlia di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2665","la figlia di Elisabetta Albertina di Sassonia-Hildburghausen","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2666","Chi era il figlio di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2667","Chi è il figlio di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2668","Quale persona era il figlio di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2669","Quale persona è il figlio di Elisabetta Albertina di Sassonia-Hildburghausen?","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2670","il figlio di Elisabetta Albertina di Sassonia-Hildburghausen","select  ?o    {    <http://dbpedia.org/resource/Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Adolphus_Frederick_IV,_Duke_of_Mecklenburg-Strelitz","Adolfo Federico IV di Meclemburgo-Strelitz","NPP"
"2671","Chi era la figlia di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2672","Chi è la figlia di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2673","Quale persona era la figlia di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2674","Quale persona è la figlia di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2675","la figlia di Francesca di Braganza","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2676","Chi era il figlio di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2677","Chi è il figlio di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2678","Quale persona era il figlio di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2679","Quale persona è il figlio di Francesca di Braganza?","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2680","il figlio di Francesca di Braganza","select  ?o    {    <http://dbpedia.org/resource/Princess_Francisca_of_Brazil> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Françoise_of_Orléans_(1844–1925)","Francesca Maria d'Orléans","NPP"
"2681","Chi era la figlia di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2682","Chi è la figlia di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2683","Quale persona era la figlia di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2684","Quale persona è la figlia di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2685","la figlia di Enrichetta Adelaide di Savoia","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2686","Chi era il figlio di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2687","Chi è il figlio di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2688","Quale persona era il figlio di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2689","Quale persona è il figlio di Enrichetta Adelaide di Savoia?","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2690","il figlio di Enrichetta Adelaide di Savoia","select  ?o    {    <http://dbpedia.org/resource/Princess_Henriette_Adelaide_of_Savoy> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Violante_Beatrice_of_Bavaria","Violante Beatrice di Baviera","NPP"
"2691","Chi era la figlia di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2692","Chi è la figlia di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2693","Quale persona era la figlia di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2694","Quale persona è la figlia di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2695","la figlia di Sofia del Liechtenstein","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2696","Chi era il figlio di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2697","Chi è il figlio di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2698","Quale persona era il figlio di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2699","Quale persona è il figlio di Sofia del Liechtenstein?","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2700","il figlio di Sofia del Liechtenstein","select  ?o    {    <http://dbpedia.org/resource/Princess_Sophie_of_Liechtenstein> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg","Maria Teresa di Löwenstein-Wertheim-Rosenberg","NPP"
"2701","Chi era la figlia di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2702","Chi è la figlia di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2703","Quale persona era la figlia di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2704","Quale persona è la figlia di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2705","la figlia di Qutayla bint 'Abd al-'Uzza","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2706","Chi era il figlio di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2707","Chi è il figlio di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2708","Quale persona era il figlio di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2709","Quale persona è il figlio di Qutayla bint 'Abd al-'Uzza?","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2710","il figlio di Qutayla bint 'Abd al-'Uzza","select  ?o    {    <http://dbpedia.org/resource/Qutaylah_bint_Abd_al-Uzza> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Asma_bint_Abi_Bakr","Asma' bint Abi Bakr","NPP"
"2711","Chi era la figlia di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2712","Chi è la figlia di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2713","Quale persona era la figlia di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2714","Quale persona è la figlia di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2715","la figlia di Robert Rich II conte di Warwick","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2716","Chi era il figlio di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2717","Chi è il figlio di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2718","Quale persona era il figlio di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2719","Quale persona è il figlio di Robert Rich II conte di Warwick?","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2720","il figlio di Robert Rich II conte di Warwick","select  ?o    {    <http://dbpedia.org/resource/Robert_Rich,_2nd_Earl_of_Warwick> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Robert_Rich,_3rd_Earl_of_Warwick","Robert Rich, III conte di Warwick","NPP"
"2721","Chi era la figlia di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2722","Chi è la figlia di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2723","Quale persona era la figlia di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2724","Quale persona è la figlia di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2725","la figlia di Rosa Albach-Retty","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2726","Chi era il figlio di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2727","Chi è il figlio di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2728","Quale persona era il figlio di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2729","Quale persona è il figlio di Rosa Albach-Retty?","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2730","il figlio di Rosa Albach-Retty","select  ?o    {    <http://dbpedia.org/resource/Rosa_Albach-Retty> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Wolf_Albach-Retty","Wolf Albach-Retty","NPP"
"2731","Chi era la figlia di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2732","Chi è la figlia di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2733","Quale persona era la figlia di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2734","Quale persona è la figlia di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2735","la figlia di Ryūnosuke Akutagawa","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2736","Chi era il figlio di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
"2737","Chi è il figlio di Ryūnosuke Akutagawa?","select  ?o    {    <http://dbpedia.org/resource/Ryūnosuke_Akutagawa> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Yasushi_Akutagawa","Yasushi Akutagawa","NPP"
