id,question,sparql,answer,answer,frame
195847,il compositore di Un amore forse due,select  ?o    {    <http://dbpedia.org/resource/The_Miracle_(1991_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Anne_Dudley,Anne Dudley,NPP
195848,il compositore di Suor Emanuelle,select  ?o    {    <http://dbpedia.org/resource/Suor_Emanuelle> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Stelvio_Cipriani,Stelvio Cipriani,NPP
195849,il compositore di Il ladro di ragazzi,select  ?o    {    <http://dbpedia.org/resource/The_Children_Thief> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195850,il compositore di Di questo non si parla,select  ?o    {    <http://dbpedia.org/resource/I_Don't_Want_to_Talk_About_It_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195851,il compositore di Uno due tre stella! (film),"select  ?o    {    <http://dbpedia.org/resource/1,_2,_3,_Sun> <http://dbpedia.org/ontology/musicComposer>  ?o    }",http://dbpedia.org/resource/Khaled_(musician),Khaled,NPP
195852,il compositore di Cento e una notte,select  ?o    {    <http://dbpedia.org/resource/One_Hundred_and_One_Nights> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195853,il compositore di Viaggio all'inizio del mondo,select  ?o    {    <http://dbpedia.org/resource/Voyage_to_the_Beginning_of_the_World> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195854,il compositore di La maschera del vendicatore,select  ?o    {    <http://dbpedia.org/resource/Mask_of_the_Avenger> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Mario_Castelnuovo-Tedesco,Mario Castelnuovo-Tedesco,NPP
195855,il compositore di Food Inc.,"select  ?o    {    <http://dbpedia.org/resource/Food,_Inc.> <http://dbpedia.org/ontology/musicComposer>  ?o    }",,no answer found,NPP
195856,il compositore di Seduto alla sua destra,select  ?o    {    <http://dbpedia.org/resource/Black_Jesus_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Ivan_Vandor,Ivan Vandor,NPP
195857,il compositore di Vingt-quatre heures de la vie d'une femme,select  ?o    {    <http://dbpedia.org/resource/24_Hours_in_the_Life_of_a_Woman_(1968_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195858,il compositore di Anna Karenina (film 1967),select  ?o    {    <http://dbpedia.org/resource/Anna_Karenina_(1967_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Rodion_Shchedrin,Rodion Konstantinovič Ščedrin,NPP
195859,il compositore di Un amore perfetto,select  ?o    {    <http://dbpedia.org/resource/Un_amore_perfetto> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Cesare_Cremonini_(musician),Cesare Cremonini (cantante),NPP
195860,il compositore di Le cronache di Narnia - Il viaggio del veliero,select  ?o    {    <http://dbpedia.org/resource/The_Chronicles_of_Narnia:_The_Voyage_of_the_Dawn_Treader> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/David_Arnold,David Arnold,NPP
195861,il compositore di Banditi a Milano,select  ?o    {    <http://dbpedia.org/resource/Bandits_in_Milan> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Riz_Ortolani,Riz Ortolani,NPP
195862,il compositore di L'ultimo gangster,select  ?o    {    <http://dbpedia.org/resource/The_Last_Gangster> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195863,il compositore di Al di là del fiume,select  ?o    {    <http://dbpedia.org/resource/Drums_Across_the_River> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195864,il compositore di Sfida oltre il fiume rosso,select  ?o    {    <http://dbpedia.org/resource/The_Last_Challenge> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195865,il compositore di Feldobott kö,select  ?o    {    <http://dbpedia.org/resource/The_Upthrown_Stone> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195866,il compositore di Venti lucenti,select  ?o    {    <http://dbpedia.org/resource/The_Confrontation_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195867,il compositore di Grazie zia,select  ?o    {    <http://dbpedia.org/resource/Come_Play_with_Me_(1968_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195868,il compositore di Je t'aime je t'aime - Anatomia di un suicidio,"select  ?o    {    <http://dbpedia.org/resource/Je_t'aime,_je_t'aime> <http://dbpedia.org/ontology/musicComposer>  ?o    }",http://dbpedia.org/resource/Krzysztof_Penderecki,Krzysztof Penderecki,NPP
195869,il compositore di Finché dura la tempesta,select  ?o    {    <http://dbpedia.org/resource/Torpedo_Bay> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195870,il compositore di Transmorphers: Fall of Man,select  ?o    {    <http://dbpedia.org/resource/Transmorphers:_Fall_of_Man> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195871,il compositore di Appunti di viaggio su moda e città,select  ?o    {    <http://dbpedia.org/resource/Notebook_on_Cities_and_Clothes> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Laurent_Petitgand,Laurent Petitgand,NPP
195872,il compositore di L'onestà della signora Cheyney,select  ?o    {    <http://dbpedia.org/resource/The_Last_of_Mrs._Cheyney_(1929_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/William_Axt,William Axt,NPP
195873,il compositore di Amore selvaggio,select  ?o    {    <http://dbpedia.org/resource/Canadian_Pacific_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Dimitri_Tiomkin,Dimitri Tiomkin,NPP
195874,il compositore di Joanna (film 1968),select  ?o    {    <http://dbpedia.org/resource/Joanna_(1968_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Rod_McKuen,Rod McKuen,NPP
195875,il compositore di Mali vojnici,select  ?o    {    <http://dbpedia.org/resource/Playing_Soldiers> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195876,il compositore di La festa e gli invitati,select  ?o    {    <http://dbpedia.org/resource/A_Report_on_the_Party_and_the_Guests> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195877,il compositore di Comedian Harmonists (film),select  ?o    {    <http://dbpedia.org/resource/Comedian_Harmonists_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Walter_Jurmann,,NPP
195878,il compositore di C'era un castello con 40 cani,select  ?o    {    <http://dbpedia.org/resource/There_Was_a_Castle_with_Forty_Dogs> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Detto_Mariano,Detto Mariano,NPP
195879,il compositore di Bionicle - La rinascita della leggenda,select  ?o    {    <http://dbpedia.org/resource/Bionicle:_The_Legend_Reborn> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/John_D'Andrea,,NPP
195880,il compositore di Un'estate capricciosa,select  ?o    {    <http://dbpedia.org/resource/Capricious_Summer> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195881,il compositore di Tuvia Vesheva Benotav,select  ?o    {    <http://dbpedia.org/resource/Tevye_and_His_Seven_Daughters> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195882,il compositore di Trilogy (film),select  ?o    {    <http://dbpedia.org/resource/Trilogy_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Meyer_Kupferman,,NPP
195883,il compositore di Żywot Mateusza,select  ?o    {    <http://dbpedia.org/resource/Matthew's_Days> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195884,il compositore di La terra degli Apaches,select  ?o    {    <http://dbpedia.org/resource/Walk_the_Proud_Land> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195885,il compositore di Calcutta (film 1969),select  ?o    {    <http://dbpedia.org/resource/Calcutta_(1969_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195886,il compositore di Breaking Point (film 2009),select  ?o    {    <http://dbpedia.org/resource/Breaking_Point_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Pinar_Toprak,,NPP
195887,il compositore di España otra vez,select  ?o    {    <http://dbpedia.org/resource/Spain_Again> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195888,il compositore di Il miracolo delle campane,select  ?o    {    <http://dbpedia.org/resource/The_Miracle_of_the_Bells> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Leigh_Harline,Leigh Harline,NPP
195889,il compositore di More Than a Game,select  ?o    {    <http://dbpedia.org/resource/More_than_a_Game> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Harvey_Mason_Jr.,,NPP
195890,il compositore di Morte di un parroco,select  ?o    {    <http://dbpedia.org/resource/End_of_a_Priest> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Jan_Klusák,,NPP
195891,il compositore di Flashback (film 1969),select  ?o    {    <http://dbpedia.org/resource/Flashback_(1969_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Bruno_Nicolai,Éric Dupond-Moretti,NPP
195892,il compositore di La creatura del cimitero,select  ?o    {    <http://dbpedia.org/resource/Graveyard_Shift_(1990_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Anthony_Marinelli,,NPP
195893,il compositore di Jonah Hex (film),select  ?o    {    <http://dbpedia.org/resource/Jonah_Hex_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Marco_Beltrami,Marco Beltrami,NPP
195894,il compositore di Gli intoccabili (film 1969),select  ?o    {    <http://dbpedia.org/resource/Machine_Gun_McCain> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Ennio_Morricone,Ennio Morricone,NPP
195895,il compositore di Metti una sera a cena,"select  ?o    {    <http://dbpedia.org/resource/Metti,_una_sera_a_cena> <http://dbpedia.org/ontology/musicComposer>  ?o    }",http://dbpedia.org/resource/Ennio_Morricone,Ennio Morricone,NPP
195896,il compositore di Gli ultimi giorni di Pompei (film 1935),select  ?o    {    <http://dbpedia.org/resource/The_Last_Days_of_Pompeii_(1935_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Roy_Webb,Roy Webb,NPP
195897,il compositore di Ragazzi miei,select  ?o    {    <http://dbpedia.org/resource/The_Boys_Are_Back_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Hal_Lindes,Hal Lindes,NPP
195898,il compositore di Warrior (film 2011),select  ?o    {    <http://dbpedia.org/resource/Warrior_(2011_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Mark_Isham,Mark Isham,NPP
195899,il compositore di La modella (film 1931),select  ?o    {    <http://dbpedia.org/resource/Inspiration_(1931_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195900,il compositore di La spietata legge del ribelle,select  ?o    {    <http://dbpedia.org/resource/Man_on_Horseback> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Stanley_Myers,Stanley Myers,NPP
195901,il compositore di La strana voglia di Jean,select  ?o    {    <http://dbpedia.org/resource/The_Prime_of_Miss_Jean_Brodie_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Rod_McKuen,Rod McKuen,NPP
195902,il compositore di Salto nel vuoto,select  ?o    {    <http://dbpedia.org/resource/A_Leap_in_the_Dark> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Nicola_Piovani,Nicola Piovani,NPP
195903,il compositore di Saint Sinner,select  ?o    {    <http://dbpedia.org/resource/Saint_Sinner_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195904,il compositore di Cold Comfort Farm,select  ?o    {    <http://dbpedia.org/resource/Cold_Comfort_Farm_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195905,il compositore di Analisi di un delitto,select  ?o    {    <http://dbpedia.org/resource/A_Murder_of_Crows_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Steve_Porcaro,Steve Porcaro,NPP
195906,il compositore di Io non t'inganno t'amo!,select  ?o    {    <http://dbpedia.org/resource/I_Love_Trouble_(1948_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/George_Duning,George Duning,NPP
195907,il compositore di Cronaca morava,select  ?o    {    <http://dbpedia.org/resource/All_My_Compatriots> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Svatopluk_Havelka,,NPP
195908,il compositore di The Cell 2 - La soglia del terrore,select  ?o    {    <http://dbpedia.org/resource/The_Cell_2> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/John_Massari,,NPP
195909,il compositore di Crossworlds - Dimensioni incrociate,select  ?o    {    <http://dbpedia.org/resource/Crossworlds> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Christophe_Beck,Christophe Beck,NPP
195910,il compositore di Sella d'argento,select  ?o    {    <http://dbpedia.org/resource/Silver_Saddle> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Franco_Bixio,,NPP
195911,il compositore di Indagine su un parà accusato di omicidio,select  ?o    {    <http://dbpedia.org/resource/Last_Leap> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195912,il compositore di Scontro tra titani,select  ?o    {    <http://dbpedia.org/resource/Clash_of_the_Titans_(2010_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Ramin_Djawadi,Ramin Djawadi,NPP
195913,il compositore di Malatesta (film),select  ?o    {    <http://dbpedia.org/resource/Malatesta_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195914,il compositore di Metello (film),select  ?o    {    <http://dbpedia.org/resource/Metello> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Ennio_Morricone,Ennio Morricone,NPP
195915,il compositore di The Miller and the Sweep,select  ?o    {    <http://dbpedia.org/resource/The_Miller_and_the_Sweep> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195916,il compositore di Il terzo segreto (film),select  ?o    {    <http://dbpedia.org/resource/The_Third_Secret_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Richard_Arnell,,NPP
195917,il compositore di L'assassinio di Mike,select  ?o    {    <http://dbpedia.org/resource/Mike's_Murder> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/John_Barry_(composer),John Barry (compositore),NPP
195918,il compositore di Il tulipano d'oro,select  ?o    {    <http://dbpedia.org/resource/Fanfan_la_Tulipe_(2003_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195919,il compositore di The Cohens and the Kellys (film),select  ?o    {    <http://dbpedia.org/resource/The_Cohens_and_Kellys> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195920,il compositore di Pelle di bronzo,select  ?o    {    <http://dbpedia.org/resource/Comanche_Territory_(1950_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Frank_Skinner_(composer),Frank Skinner,NPP
195921,il compositore di I tulipani di Haarlem,select  ?o    {    <http://dbpedia.org/resource/Tulips_of_Haarlem> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Benedetto_Ghiglia,Benedetto Ghiglia,NPP
195922,il compositore di ¡Vivan los novios!,select  ?o    {    <http://dbpedia.org/resource/Long_Live_the_Bride_and_Groom> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195923,il compositore di Papà... abbaia piano!,select  ?o    {    <http://dbpedia.org/resource/Popi> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Dominic_Frontiere,Dominic Frontiere,NPP
195924,il compositore di Un secret,select  ?o    {    <http://dbpedia.org/resource/A_Secret> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Zbigniew_Preisner,Zbigniew Preisner,NPP
195925,il compositore di L'assalto delle frecce rosse,select  ?o    {    <http://dbpedia.org/resource/Slaughter_Trail> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195926,il compositore di The Land That Time Forgot,select  ?o    {    <http://dbpedia.org/resource/The_Land_That_Time_Forgot_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195927,il compositore di Maschera d'oro (film),select  ?o    {    <http://dbpedia.org/resource/Die_Pratermizzi> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195928,il compositore di Occidente in fiamme,select  ?o    {    <http://dbpedia.org/resource/Gold_Is_Where_You_Find_It> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Max_Steiner,Max Steiner,NPP
195929,il compositore di Gazebo (film),select  ?o    {    <http://dbpedia.org/resource/The_Gazebo> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Jeff_Alexander,,NPP
195930,il compositore di La guardia bianca (film),select  ?o    {    <http://dbpedia.org/resource/The_Flight_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195931,il compositore di La Califfa,select  ?o    {    <http://dbpedia.org/resource/La_califfa> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Ennio_Morricone,Ennio Morricone,NPP
195932,il compositore di Loot (film 1970),select  ?o    {    <http://dbpedia.org/resource/Loot_(1970_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Keith_Mansfield,,NPP
195933,il compositore di Ceux qui m'aiment prendront le train,select  ?o    {    <http://dbpedia.org/resource/Those_Who_Love_Me_Can_Take_the_Train> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195934,il compositore di Je ne suis pas là pour être aimé,select  ?o    {    <http://dbpedia.org/resource/Not_Here_to_Be_Loved> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Eduardo_Makaroff,,NPP
195935,il compositore di Gli sposi dell'anno secondo,select  ?o    {    <http://dbpedia.org/resource/The_Married_Couple_of_the_Year_Two> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Michel_Legrand,Michel Legrand,NPP
195936,il compositore di Mira (film),select  ?o    {    <http://dbpedia.org/resource/Mira_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Hans_Dekens,,NPP
195937,il compositore di Vita di famiglia (film 1971),select  ?o    {    <http://dbpedia.org/resource/Family_Life_(1971_Polish_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195938,il compositore di Unico indizio: una sciarpa gialla,select  ?o    {    <http://dbpedia.org/resource/The_Deadly_Trap> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Gilbert_Bécaud,Gilbert Bécaud,NPP
195939,il compositore di Un ospite gradito... per mia moglie,"select  ?o    {    <http://dbpedia.org/resource/King,_Queen,_Knave_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    }",http://dbpedia.org/resource/Stanley_Myers,Stanley Myers,NPP
195940,il compositore di L'isola stregata degli zombies,select  ?o    {    <http://dbpedia.org/resource/Voodoo_Island> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195941,il compositore di Ragazze nel pallone - Lotta finale,select  ?o    {    <http://dbpedia.org/resource/Bring_It_On:_Fight_to_the_Finish> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195942,il compositore di L'amante giovane,select  ?o    {    <http://dbpedia.org/resource/We_Won't_Grow_Old_Together> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195943,il compositore di Le premier jour du reste de ta vie,select  ?o    {    <http://dbpedia.org/resource/The_First_Day_of_the_Rest_of_Your_Life> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195944,il compositore di Il giardino di limoni - Lemon Tree,select  ?o    {    <http://dbpedia.org/resource/Lemon_Tree_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195945,il compositore di Il coraggio di Irena Sendler,select  ?o    {    <http://dbpedia.org/resource/The_Courageous_Heart_of_Irena_Sendler> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195946,il compositore di There Was a Little Girl,select  ?o    {    <http://dbpedia.org/resource/Madhouse_(1981_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195947,il compositore di Adam (film 2009),select  ?o    {    <http://dbpedia.org/resource/Adam_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195948,il compositore di Il buongiorno del mattino,select  ?o    {    <http://dbpedia.org/resource/Morning_Glory_(2010_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195949,il compositore di La femme de nulle part,select  ?o    {    <http://dbpedia.org/resource/La_Femme_de_nulle_part> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195950,il compositore di L'imboscata (film 1950),select  ?o    {    <http://dbpedia.org/resource/Ambush_(1950_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195951,il compositore di I visitatori (film 1972),select  ?o    {    <http://dbpedia.org/resource/The_Visitors_(1972_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195952,il compositore di Una donna con tanto amore,select  ?o    {    <http://dbpedia.org/resource/The_True_Nature_of_Bernadette> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195953,il compositore di La città verrà distrutta all'alba (film 2010),select  ?o    {    <http://dbpedia.org/resource/The_Crazies_(2010_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195954,il compositore di Gigi (film 1978),select  ?o    {    <http://dbpedia.org/resource/A_Little_Night_Music_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195955,il compositore di L'assoluzione (film 1978),select  ?o    {    <http://dbpedia.org/resource/Absolution_(1978_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195956,il compositore di Hop-a-long Cassidy,select  ?o    {    <http://dbpedia.org/resource/Hop-Along_Cassidy> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195957,il compositore di K-20: Legend of the Mask,select  ?o    {    <http://dbpedia.org/resource/K-20:_Legend_of_the_Mask> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195958,il compositore di American Pie presenta: Il manuale del sesso,select  ?o    {    <http://dbpedia.org/resource/American_Pie_Presents:_The_Book_of_Love> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195959,il compositore di Un Amleto di meno,select  ?o    {    <http://dbpedia.org/resource/One_Hamlet_Less> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195960,il compositore di Belle (film 1973),select  ?o    {    <http://dbpedia.org/resource/Belle_(1973_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195961,il compositore di Il nastro bianco,select  ?o    {    <http://dbpedia.org/resource/The_White_Ribbon> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195962,il compositore di Outrage (film 2009 Dick),select  ?o    {    <http://dbpedia.org/resource/Outrage_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195963,il compositore di United Red Army,select  ?o    {    <http://dbpedia.org/resource/United_Red_Army_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195964,il compositore di Fuga da Zahrain,select  ?o    {    <http://dbpedia.org/resource/Escape_from_Zahrain> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195965,il compositore di Ip Man 2,select  ?o    {    <http://dbpedia.org/resource/Ip_Man_2> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195966,il compositore di La parola di un fuorilegge... è legge!,select  ?o    {    <http://dbpedia.org/resource/Take_a_Hard_Ride> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195967,il compositore di Monolog,select  ?o    {    <http://dbpedia.org/resource/Monologue_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195968,il compositore di Vogliamo i colonnelli,select  ?o    {    <http://dbpedia.org/resource/We_Want_the_Colonels> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195969,il compositore di Criniera selvaggia,select  ?o    {    <http://dbpedia.org/resource/Black_Beauty_(1971_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195970,il compositore di Perdona e dimentica,select  ?o    {    <http://dbpedia.org/resource/Life_During_Wartime_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195971,il compositore di The Wizard of Gore (film 2007),select  ?o    {    <http://dbpedia.org/resource/The_Wizard_of_Gore_(2007_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195972,il compositore di Story of Wine,select  ?o    {    <http://dbpedia.org/resource/Story_of_Wine> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195973,il compositore di Ciò che l'occhio non vede,select  ?o    {    <http://dbpedia.org/resource/Visions_of_Eight> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195974,il compositore di Latcho Drom,select  ?o    {    <http://dbpedia.org/resource/Latcho_Drom> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195975,il compositore di Il boy friend,select  ?o    {    <http://dbpedia.org/resource/The_Boy_Friend_(1971_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195976,il compositore di Hollywood Hong Kong,select  ?o    {    <http://dbpedia.org/resource/Hollywood_Hong_Kong> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195977,il compositore di Coco avant Chanel - L'amore prima del mito,select  ?o    {    <http://dbpedia.org/resource/Coco_Before_Chanel> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195978,il compositore di La mujer del puerto (film 1934),select  ?o    {    <http://dbpedia.org/resource/The_Woman_of_the_Port_(1934_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195979,il compositore di Colt .45 (film),select  ?o    {    <http://dbpedia.org/resource/Colt_.45_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195980,il compositore di Venetianskan,select  ?o    {    <http://dbpedia.org/resource/The_Venetian_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195981,il compositore di Rabies (film 1958),select  ?o    {    <http://dbpedia.org/resource/Rabies_(1958_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
195982,il compositore di Trädgårdsmästaren,select  ?o    {    <http://dbpedia.org/resource/The_Gardener_(1912_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
